DateTimePhoto;Code_exp;Code_lieu;Phone;TypeNetwork_Fixed;real_lat;real_lon;photo_lat;photo_lon;distance
2019:12:21 15:16:04;N13E9;CRET;Experimental;2G;47.10624444;6.812616667;47.098611;6.830556;1604.5657150094637
2019:12:21 15:16:50;N13S9;CRET;Standard;4G;47.10624444;6.812616667;47.106944;6.826389;1048.2724475622385
2019:12:21 15:52:45;N13E10;GACH;Experimental;2G;None;None;None;None;None
2019:12:21 15:53:44;N13S10;GACH;Standard;4G;47.09890278;6.825008333;47.098889;6.824722;21.791043111391367
2019:12:28 10:22:12;N14E1;HGGA;Experimental;2G;None;None;None;None;None
2019:12:28 10:22:27;N14S1;HGGA;Standard;4G;47.04779167;6.874791667;47.049167;6.875;153.7152400452378
2019:12:28 10:53:06;N14E2;SGAF;Experimental;2G;47.05589444;6.879594444;47.046944;6.875556;1041.2767644711626
2019:12:28 10:53:42;N14S2;SGAF;Standard;4G;None;None;None;None;None
2019:12:28 11:16:22;N14E3;FAFO;Experimental;2G;47.05625;6.883172222;47.046389;6.886389;1123.1828472950567
2019:12:28 11:16:49;N14S3;FAFO;Standard;4G;None;None;None;None;None
2019:12:28 11:46:55;N14E4;JGAZ;Experimental;2G;47.05073611;6.886836111;47.046944;6.875556;955.2023918657668
2019:12:28 11:47:27;N14S4;JGAZ;Standard;4G;None;None;None;None;None
2019:12:28 12:26:16;N14E5;ARVR;Experimental;2G;47.03736944;6.874911111;47.046389;6.886389;1329.0291940176708
2019:12:28 12:26:48;N14S5;ARVR;Standard;4G;47.03736944;6.874911111;47.037778;6.875278;53.29678701242247
2019:12:28 13:17:00;N14E6;BOUD;Experimental;2G;47.02778333;6.887863889;47.030278;6.8825;493.11560550255365
2019:12:28 13:17:41;N14S6;BOUD;Standard;4G;None;None;None;None;None
2019:12:28 13:53:02;N14E7;FRBD;Experimental;2G;47.01961111;6.904538889;47.018889;6.905;87.59892855043616
2019:12:28 13:53:40;N14S7;FRBD;Standard;4G;47.01961111;6.904538889;47.021667;6.894444;800.7902952920191
2019:12:28 14:17:20;N14E8;FFBO;Experimental;2G;47.01455556;6.908419444;47.018889;6.905;547.4306484484325
2019:12:28 14:18:17;N14S8;FFBO;Standard;4G;47.01455556;6.908419444;47.015556;6.906667;173.56414212435112
2019:12:28 14:41:45;N14E9;CRFO;Experimental;2G;None;None;None;None;None
2019:12:28 14:42:37;N14S9;CRFO;Standard;4G;None;None;None;None;None
2019:12:28 15:03:46;N14E10;CRCH;Experimental;2G;47.007325;6.903783333;47.012778;6.9025;614.0200585870032
2019:12:28 15:04:27;N14S10;CRCH;Standard;4G;None;None;None;None;None
2019:12:28 15:51:35;N14E11;SPON;Experimental;2G;None;None;None;None;None
2019:12:28 15:52:09;N14S11;SPON;Standard;4G;None;None;None;None;None
2019:12:28 16:13:58;N14E12;GORG;Experimental;2G;46.98966944;6.911566667;46.992222;6.910833;289.20574349585286
2019:12:28 16:15:00;N14S12;GORG;Standard;4G;46.98966944;6.911566667;46.991944;6.912778;269.1302017056905
2019:12:31 09:55:23;N15E1;HGGA;Experimental;3G;47.04779167;6.874791667;47.05;6.880833;520.5848105434136
2019:12:31 09:56:17;N15S1;HGGA;Standard;4G;47.04779167;6.874791667;47.049167;6.875278;157.30048723497066
2019:12:31 10:22:27;N15E2;SGAF;Experimental;3G;47.05589444;6.879594444;47.050556;6.890278;1005.5583484657225
2019:12:31 10:23:12;N15S2;SGAF;Standard;4G;47.05589444;6.879594444;47.045833;6.880278;1119.7539671702611
2019:12:31 10:42:54;N15E3;FAFO;Experimental;3G;None;None;None;None;None
2019:12:31 10:44:34;N15S3;FAFO;Standard;4G;47.05625;6.883172222;47.055833;6.884444;107.17065994165048
2019:12:31 11:11:35;N15E4;JGAZ;Experimental;3G;47.05073611;6.886836111;47.050556;6.890278;262.29422197573246
2019:12:31 11:13:23;N15S4;JGAZ;Standard;4G;47.05073611;6.886836111;47.046667;6.883333;524.8772951439244
2019:12:31 11:50:12;N15E5;ARVR;Experimental;3G;47.03736944;6.874911111;47.050556;6.890278;1874.2456268848769
2019:12:31 11:51:09;N15S5;ARVR;Standard;4G;47.03736944;6.874911111;47.0375;6.874722;20.426818884511928
2019:12:31 12:34:27;N15S6;BOUD;Standard;4G;47.02778333;6.887863889;47.027778;6.887778;6.5558201904511275
2019:12:31 12:38:32;N15E6;BOUD;Experimental;3G;47.02778333;6.887863889;47.025278;6.884167;395.6672168344295
2019:12:31 13:08:27;N15E7;FRBD;Experimental;3G;47.01961111;6.904538889;47.016667;6.905278;332.08928677528615
2019:12:31 13:09:14;N15S7;FRBD;Standard;4G;None;None;None;None;None
2019:12:31 13:31:58;N15E8;FFBO;Experimental;3G;47.01455556;6.908419444;47.016667;6.905278;334.88946646082616
2019:12:31 13:32:34;N15S8;FFBO;Standard;4G;None;None;None;None;None
2019:12:31 14:03:38;N15E9;CRFO;Experimental;3G;47.01142222;6.906258333;47.0125;6.903056;271.38478403608735
2019:12:31 14:04:13;N15S9;CRFO;Standard;4G;None;None;None;None;None
2019:12:31 14:24:29;N15E10;CRCH;Experimental;3G;47.007325;6.903783333;47.0125;6.903056;577.9625166975563
2019:12:31 14:25:17;N15S10;CRCH;Standard;4G;47.007325;6.903783333;47.014722;6.902222;830.8585214775677
2019:12:31 15:02:48;N15E11;SPON;Experimental;3G;46.99013056;6.908894444;46.991389;6.911111;219.09422115469928
2019:12:31 15:03:19;N15S11;SPON;Standard;4G;None;None;None;None;None
2019:12:31 15:21:23;N15E12;GORG;Experimental;3G;46.98966944;6.911566667;46.991389;6.911111;194.28172099933545
2019:12:31 15:22:03;N15S12a;GORG;Standard;4G;None;None;None;None;None
2019:12:31 15:28:24;N15S12b;GORG;Standard;4G;46.98966944;6.911566667;46.989722;6.911667;9.612262200703784
2020:01:01 09:54:47;N16E1;HGGA;Experimental;4G;47.04779167;6.874791667;47.046944;6.883056;635.0276017183837
2020:01:01 09:55:55;N16S1;HGGA;Standard;4G;47.04779167;6.874791667;47.048611;6.875278;98.2976061488131
2020:01:01 10:25:57;N16E2a;SGAF;Experimental;4G;47.05589444;6.879594444;47.043056;6.894444;1819.4206717728446
2020:01:01 10:26:39;N16E2b;SGAF;Experimental;4G;None;None;None;None;None
2020:01:01 10:27:14;N16S2;SGAF;Standard;4G;47.05589444;6.879594444;47.045833;6.880278;1119.7539671702611
2020:01:01 10:44:38;N16E3a;FAFO;Experimental;4G;47.05625;6.883172222;47.053333;6.882778;325.6687670934772
2020:01:01 10:44:52;N16E3b;FAFO;Experimental;4G;47.05625;6.883172222;47.052778;6.880833;424.9419273139783
2020:01:01 10:45:21;N16S3;FAFO;Standard;4G;None;None;None;None;None
2020:01:01 11:16:55;N16E4;JGAZ;Experimental;4G;47.05073611;6.886836111;47.040556;6.897222;1379.757294371952
2020:01:01 11:17:52;N16S4;JGAZ;Standard;4G;47.05073611;6.886836111;47.050556;6.886944;21.63634866948388
2020:01:01 11:57:07;N16E5;ARVR;Experimental;4G;47.03736944;6.874911111;47.023889;6.862222;1782.2015257976618
2020:01:01 11:57:37;N16S5a;ARVR;Standard;4G;47.03736944;6.874911111;47.037778;6.875278;53.29678701242247
2020:01:01 11:58:20;N16S5b;ARVR;Standard;4G;47.03736944;6.874911111;47.0375;6.875;16.00979524930243
2020:01:01 12:38:07;N16E6;BOUD;Experimental;4G;47.02778333;6.887863889;47.026111;6.885;286.2875175330607
2020:01:01 12:38:39;N16S6;BOUD;Standard;4G;47.02778333;6.887863889;47.027778;6.887778;6.5558201904511275
2020:01:01 13:16:03;N16E7;FRBD;Experimental;4G;47.01961111;6.904538889;47.017222;6.901667;343.83121766975086
2020:01:01 13:16:33;N16S7;FRBD;Standard;4G;47.01961111;6.904538889;47.017222;6.901667;343.83121766975086
2020:01:01 13:34:42;N16E8;FFBO;Experimental;4G;47.01455556;6.908419444;47.017778;6.903611;511.8607848272741
2020:01:01 13:35:11;N16S8;FFBO;Standard;4G;47.01455556;6.908419444;47.017778;6.903611;511.8607848272741
2020:01:01 13:56:41;N16E9a;CRFO;Experimental;4G;47.01142222;6.906258333;47.010833;6.903889;191.7030881037713
2020:01:01 13:57:12;N16E9b;CRFO;Experimental;4G;47.01142222;6.906258333;47.026111;6.885;2297.5807737783066
2020:01:01 13:57:42;N16S9;CRFO;Standard;4G;None;None;None;None;None
2020:01:01 14:14:22;N16E10;CRCH;Experimental;4G;47.007325;6.903783333;47.010833;6.903889;390.07070291906075
2020:01:01 14:14:52;N16S10;CRCH;Standard;4G;None;None;None;None;None
2020:01:01 14:50:17;N16E11;SPON;Experimental;4G;46.99013056;6.908894444;46.991389;6.911389;235.7558191839051
2020:01:01 14:50:49;N16S11;SPON;Standard;4G;46.99013056;6.908894444;46.989722;6.909167;49.92834727994755
2020:01:01 15:22:12;N16E12;GORG;Experimental;4G;46.98966944;6.911566667;46.991389;6.911389;191.6417643746122
2020:01:01 15:22:51;N16S12;GORG;Standard;4G;46.98966944;6.911566667;46.991944;6.912778;269.1302017056905
2020:01:11 11:26:52;N17E1;HGGA;Experimental;2G;None;None;None;None;None
2020:01:11 11:28:00;N17S1;HGGA;Standard;4G;47.04779167;6.874791667;47.048889;6.875278;127.46672194834136
2020:01:11 11:53:56;N17E2;SGAF;Experimental;2G;47.05589444;6.879594444;47.049444;6.879167;717.8425488800098
2020:01:11 11:54:41;N17S2;SGAF;Standard;4G;47.05589444;6.879594444;47.055556;6.879444;39.322940946259415
2020:01:11 12:19:37;N17E3;FAFO;Experimental;2G;47.05625;6.883172222;47.053333;6.895556;995.2139199365406
2020:01:11 12:20:17;N17S3;FAFO;Standard;4G;47.05625;6.883172222;47.053333;6.882778;325.6687670934772
2020:01:11 12:48:03;N17E4;JGAZ;Experimental;2G;47.05073611;6.886836111;47.046389;6.886389;484.46874369993463
2020:01:11 12:48:29;N17S4;JGAZ;Standard;4G;None;None;None;None;None
2020:01:11 13:34:45;N17E5;ARVR;Experimental;2G;47.03736944;6.874911111;47.030278;6.882778;989.4750605616324
2020:01:11 13:35:17;N17S5;ARVR;Standard;4G;None;None;None;None;None
2020:01:11 14:15:30;N17E6;BOUD;Experimental;2G;47.02778333;6.887863889;47.030278;6.882778;475.7908854793224
2020:01:11 14:15:57;N17S6;BOUD;Standard;4G;None;None;None;None;None
2020:01:11 14:52:22;N17S7;FRBD;Standard;4G;None;None;None;None;None
2020:01:11 14:54:38;N17E7;FRBD;Experimental;2G;None;None;None;None;None
2020:01:11 15:15:07;N17E8;FFBO;Experimental;2G;47.01455556;6.908419444;47.018889;6.905;547.4306484484325
2020:01:11 15:15:42;N17S8;FFBO;Standard;4G;47.01455556;6.908419444;47.017222;6.904167;438.6484275663477
2020:01:11 15:35:52;N17E9;CRFO;Experimental;2G;None;None;None;None;None
2020:01:11 15:36:25;N17S9;CRFO;Standard;4G;None;None;None;None;None
2020:01:11 15:55:53;N17E10;CRCH;Experimental;2G;47.007325;6.903783333;47.012778;6.9025;614.0200585870032
2020:01:11 15:56:26;N17S10;CRCH;Standard;4G;None;None;None;None;None
2020:01:11 16:33:01;N17E11;SPON;Experimental;2G;None;None;None;None;None
2020:01:11 16:33:30;N17S11;SPON;Standard;4G;None;None;None;None;None
2020:01:11 16:51:59;N17E12;GORG;Experimental;2G;46.98966944;6.911566667;46.991667;6.911389;222.4809378996903
2020:01:11 16:52:26;N17S12;GORG;Standard;4G;None;None;None;None;None
2020:01:12 10:22:27;N18E1;HGGA;Experimental;3G;None;None;None;None;None
2020:01:12 10:23:31;N18S1;HGGA;Standard;4G;47.04779167;6.874791667;47.048611;6.875278;98.2976061488131
2020:01:12 10:52:02;N18E2;SGAF;Experimental;3G;47.05589444;6.879594444;47.05;6.880833;662.0187369508827
2020:01:12 10:52:34;N18S2;SGAF;Standard;4G;47.05589444;6.879594444;47.045556;6.879167;1149.8021168735177
2020:01:12 11:14:10;N18E3;FAFO;Experimental;3G;47.05625;6.883172222;47.053611;6.881111;332.5647636268718
2020:01:12 11:14:44;N18S3;FAFO;Standard;4G;47.05625;6.883172222;47.055833;6.884167;88.66463728748658
2020:01:12 11:48:59;N18S4;JGAZ;Standard;4G;None;None;None;None;None
2020:01:12 11:50:58;N18E4;JGAZ;Experimental;3G;47.05073611;6.886836111;47.050556;6.890278;262.29422197573246
2020:01:12 12:36:57;N18E5;ARVR;Experimental;3G;47.03736944;6.874911111;47.050556;6.890278;1874.2456268848769
2020:01:12 12:37:28;N18S5;ARVR;Standard;4G;47.03736944;6.874911111;47.031389;6.875833;668.5367722779315
2020:01:12 13:35:59;N18E6;BOUD;Experimental;3G;47.02778333;6.887863889;47.025278;6.884167;395.6672168344295
2020:01:12 13:36:58;N18S6;BOUD;Standard;4G;None;None;None;None;None
2020:01:12 14:13:52;N18S7;FRBD;Standard;4G;None;None;None;None;None
2020:01:12 14:18:13;N18E7;FRBD;Experimental;3G;47.01961111;6.904538889;47.020556;6.899722;380.9836269199509
2020:01:12 14:37:36;N18E8;FFBO;Experimental;3G;47.01455556;6.908419444;47.016667;6.905278;334.88946646082616
2020:01:12 14:38:09;N18S8;FFBO;Standard;4G;47.01455556;6.908419444;47.015556;6.907222;143.73411053257658
2020:01:12 14:58:45;N18E9;CRFO;Experimental;3G;47.01142222;6.906258333;47.0125;6.903056;271.38478403608735
2020:01:12 14:59:47;N18S9;CRFO;Standard;4G;47.01142222;6.906258333;47.011389;6.906111;11.796190323640252
2020:01:12 15:18:24;N18E10;CRCH;Experimental;3G;47.007325;6.903783333;47.0125;6.903056;577.9625166975563
2020:01:12 15:18:56;N18S10;CRCH;Standard;4G;47.007325;6.903783333;47.011944;6.902778;519.1584369890663
2020:01:12 15:55:18;N18E11;SPON;Experimental;3G;46.99013056;6.908894444;46.991389;6.911111;219.09422115469928
2020:01:12 15:56:16;N18S11;SPON;Standard;4G;None;None;None;None;None
2020:01:12 16:15:24;N18E12;GORG;Experimental;3G;46.98966944;6.911566667;46.991389;6.911111;194.28172099933545
2020:01:12 16:16:01;N18S12;GORG;Standard;4G;None;None;None;None;None
2020:01:18 09:47:47;N19E1;GALO;Experimental;3G;47.05758611;6.746161111;47.056389;6.746667;138.52392841431853
2020:01:18 09:48:43;N19S1;GALO;Standard;4G;47.05758611;6.746161111;47.055833;6.745278;206.1223327293473
2020:01:18 10:16:36;N19E2;BCEC;Experimental;3G;47.0621;6.745227778;47.055;6.748611;830.1167292327517
2020:01:18 10:17:05;N19S2;BCEC;Standard;4G;None;None;None;None;None
2020:01:18 10:43:36;N19E3;SAAB;Experimental;3G;47.07007778;6.751058333;47.054722;6.748611;1717.2276232431223
2020:01:18 10:44:19;N19S3;SAAB;Standard;4G;None;None;None;None;None
2020:01:18 11:01:37;N19E4;CCHP;Experimental;3G;47.07184722;6.749775;47.054722;6.748611;1905.8986012740115
2020:01:18 11:01:59;N19S4;CCHP;Standard;4G;None;None;None;None;None
2020:01:18 11:31:06;N19E5;FERM;Experimental;3G;47.08025;6.75442;47.0775;6.783889;2258.7790758511505
2020:01:18 11:31:38;N19S5;FERM;Standard;4G;47.08025;6.75442;47.075833;6.779444;1962.8670892373962
2020:01:18 12:13:12;N19E6;CHOU;Experimental;3G;None;None;None;None;None
2020:01:18 12:13:41;N19S6;ESCA;Standard;4G;None;None;None;None;None
2020:01:18 13:21:15;N19E7;MAIL;Experimental;3G;None;None;None;None;None
2020:01:18 13:21:42;N19S7;MAIL;Standard;4G;None;None;None;None;None
2020:01:18 13:56:52;N19E8;VREV;Experimental;3G;47.10425;6.803947222;47.097778;6.833056;2323.9110967708198
2020:01:18 13:57:20;N19S8;VREV;Standard;4G;47.10425;6.803947222;47.161389;6.93;11480.792271675571
2020:01:18 14:21:37;N19E9;CRET;Experimental;3G;None;None;None;None;None
2020:01:18 14:21:59;N19S9;CRET;Standard;4G;None;None;None;None;None
2020:01:18 14:59:53;N19E10;GACH;Experimental;3G;47.09890278;6.825008333;47.098056;6.823611;141.82778367331852
2020:01:18 15:00:52;N19S10;GACH;Standard;4G;47.09890278;6.825008333;47.098889;6.825;1.6574353556450072
2020:01:19 09:40:04;N20E1;GALO;Experimental;4G;47.05758611;6.746161111;47.056111;6.746667;168.4347198149221
2020:01:19 09:40:41;N20S1;GALO;Standard;4G;None;None;None;None;None
2020:01:19 10:08:47;N20E2;BCEC;Experimental;4G;47.0621;6.745227778;47.052222;6.749444;1143.9218310242086
2020:01:19 10:09:22;N20S2;BCEC;Standard;4G;None;None;None;None;None
2020:01:19 10:37:57;N20E3;SAAB;Experimental;4G;47.07007778;6.751058333;47.058611;6.744722;1362.6315869332104
2020:01:19 10:38:22;N20S3;SAAB;Standard;4G;None;None;None;None;None
2020:01:19 10:56:25;N20S4;CCHP;Standard;4G;None;None;None;None;None
2020:01:19 10:57:31;N20E4;CCHP;Experimental;4G;47.07184722;6.749775;47.058611;6.744722;1520.737793325897
2020:01:19 11:29:28;N20E5;FERM;Experimental;4G;47.08025;6.75442;47.0775;6.783889;2258.7790758511505
2020:01:19 11:29:53;N20S5;FERM;Standard;4G;None;None;None;None;None
2020:01:19 12:16:14;N20E6;CHOU;Experimental;4G;None;None;None;None;None
2020:01:19 12:16:48;N20S6;ESCA;Standard;4G;None;None;None;None;None
2020:01:19 14:16:48;N20E7;MAIL;Experimental;4G;None;None;None;None;None
2020:01:19 14:17:19;N20S7;MAIL;Standard;4G;None;None;None;None;None
2020:01:19 14:54:43;N20E8;VREV;Experimental;4G;47.10425;6.803947222;47.161389;6.93;11480.792271675571
2020:01:19 14:55:18;N20S8;VREV;Standard;4G;47.10425;6.803947222;47.161389;6.93;11480.792271675571
2020:01:19 15:21:45;N20E9;CRET;Experimental;4G;47.10624444;6.812616667;47.105278;6.820278;591.381418797701
2020:01:19 15:22:29;N20S9;CRET;Standard;4G;None;None;None;None;None
2020:01:19 16:00:32;N20E10;GACH;Experimental;4G;47.09890278;6.825008333;47.098889;6.824444;42.8690298759454
2020:01:19 16:01:37;N20S10;GACH;Standard;4G;47.09890278;6.825008333;47.099167;6.824444;51.94452097906289
2020:01:26 09:22:49;N21S1;HGGA;Standard;4G;None;None;None;None;None
2020:01:26 09:27:57;N21E1;HGGA;Experimental;4G;47.04779167;6.874791667;47.046111;6.880556;476.21293560568995
2020:01:26 09:56:12;N21E2;SGAF;Experimental;4G;47.05589444;6.879594444;47.046111;6.880556;1090.094216119823
2020:01:26 09:56:55;N21S2;SGAF;Standard;4G;47.05589444;6.879594444;47.046111;6.880556;1090.094216119823
2020:01:26 10:18:17;N21E3;FAFO;Experimental;4G;47.05625;6.883172222;47.056944;6.8975;1091.2929551724899
2020:01:26 10:18:37;N21S3;FAFO;Standard;4G;None;None;None;None;None
2020:01:26 10:52:37;N21E4;JGAZ;Experimental;4G;47.05073611;6.886836111;47.046944;6.882778;522.3153899304132
2020:01:26 10:53:08;N21S4;JGAZ;Standard;4G;47.05073611;6.886836111;47.045;6.897222;1014.6403498167398
2020:01:26 11:33:33;N21S5;ARVR;Standard;4G;47.03736944;6.874911111;47.037778;6.875278;53.29678701242247
2020:01:26 12:15:53;N21E6;BOUD;Experimental;4G;47.02778333;6.887863889;47.026667;6.886111;182.09158836406982
2020:01:26 12:16:13;N21S6;BOUD;Standard;4G;None;None;None;None;None
2020:01:26 12:51:47;N21S7;FRBD;Standard;4G;47.01961111;6.904538889;47.0175;6.901111;350.7206972994597
2020:01:26 12:53:00;N21E7;FRBD;Experimental;4G;47.01961111;6.904538889;47.019444;6.901667;219.13371069567555
2020:01:26 13:18:25;N21E8;FFBO;Experimental;4G;47.01455556;6.908419444;47.015278;6.905278;252.00021888426278
2020:01:26 13:19:11;N21S8;FFBO;Standard;4G;47.01455556;6.908419444;47.016667;6.904167;399.5507542972622
2020:01:26 13:39:54;N21E9;CRFO;Experimental;4G;47.01142222;6.906258333;47.011389;6.9025;285.80679522676604
2020:01:26 13:40:43;N21S9;CRFO;Standard;4G;None;None;None;None;None
2020:01:26 14:00:49;N21E10;CRCH;Experimental;4G;None;None;None;None;None
2020:01:26 14:01:16;N21S10;CRCH;Standard;4G;None;None;None;None;None
2020:01:26 14:48:56;N21E11;SPON;Experimental;4G;None;None;None;None;None
2020:01:26 14:49:31;N21S11;SPON;Standard;4G;46.99013056;6.908894444;46.989444;6.909444;87.0242000842506
2020:01:26 15:11:21;N21E12;GORG;Experimental;4G;46.98966944;6.911566667;46.990278;6.912222;84.03701450448554
2020:01:26 15:12:01;N21S12;GORG;Standard;4G;None;None;None;None;None
2020:01:28 16:39:30;N22S1;GANE;Standard;4G;46.99615278;6.935441667;46.996944;6.933889;147.25493367937764
2020:01:28 16:42:55;N22E1;GANE;Experimental;2G;46.99615278;6.935441667;46.994444;6.933333;248.6210725461088
2020:01:28 17:03:18;N22E2;EGAD;Experimental;2G;46.99444444;6.935377778;46.993889;6.937222;153.26842830782192
2020:01:28 17:03:45;N22S2;EGAD;Standard;4G;None;None;None;None;None
2020:01:28 17:32:17;N22E3;PORT;Experimental;2G;46.98968889;6.936086111;46.993611;6.936667;438.25688243695686
2020:01:28 17:33:20;N22S3;PORT;Standard;4G;None;None;None;None;None
2020:01:28 17:55:26;N22E4;MOCH;Experimental;2G;46.99176944;6.928591667;46.994167;6.9275;279.17407667722927
2020:01:28 17:56:03;N22S4;MOCH;Standard;4G;None;None;None;None;None
2020:01:28 18:09:56;N22E5;ESCH;Experimental;2G;46.99189;6.92735;46.994167;6.9275;253.39271154862027
2020:01:28 18:11:11;N22S5;ESCH;Standard;4G;46.99189;6.92735;46.991944;6.927222;11.438561594960387
2020:01:29 18:36:17;N23E1;GANE;Experimental;3G;46.99615278;6.935441667;46.995556;6.929167;481.8521943089775
2020:01:29 18:36:48;N23S1;GANE;Standard;4G;None;None;None;None;None
2020:01:29 18:55:07;N23E2;EGAD;Experimental;3G;46.99444444;6.935377778;46.993889;6.9375;172.8323431500608
2020:01:29 18:55:53;N23S2;EGAD;Standard;4G;None;None;None;None;None
2020:01:29 19:19:36;N23E3;PORT;Experimental;3G;46.98968889;6.936086111;46.993333;6.934167;430.61789919471465
2020:01:29 19:20:18;N23S3;PORT;Standard;4G;46.98968889;6.936086111;46.989722;6.936111;4.139250565772253
2020:01:29 19:41:09;N23E4;MOCH;Experimental;3G;46.99176944;6.928591667;46.991944;6.928333;27.635892688592932
2020:01:29 19:41:48;N23S4;MOCH;Standard;4G;None;None;None;None;None
2020:01:29 19:55:20;N23E5;ESCH;Experimental;3G;46.99189;6.92735;46.994722;6.928333;323.59275641187054
2020:01:29 19:55:59;N23S5;ESCH;Standard;4G;None;None;None;None;None
2020:01:30 17:34:07;N24E1;GANE;Experimental;4G;46.99615278;6.935441667;46.997778;6.9425;566.446564018958
2020:01:30 17:35:01;N24S1;GANE;Standard;4G;None;None;None;None;None
2020:01:30 17:52:50;N24E2;EGAD;Experimental;4G;46.99444444;6.935377778;46.994444;6.934444;71.02679629449256
2020:01:30 17:53:30;N24S2;EGAD;Standard;4G;46.99444444;6.935377778;46.994444;6.935278;7.589659631529081
2020:01:30 18:14:33;N24E3;PORT;Experimental;4G;46.98968889;6.936086111;46.991111;6.933333;262.4019090622612
2020:01:30 18:15:16;N24S3;PORT;Standard;4G;46.98968889;6.936086111;46.989722;6.936111;4.139250565772253
2020:01:30 18:38:13;N24E4;MOCH;Experimental;4G;46.99176944;6.928591667;46.994444;6.926389;341.2901148406596
2020:01:30 18:38:55;N24S4;MOCH;Standard;4G;46.99176944;6.928591667;46.991667;6.928611;11.482885116770195
2020:01:30 18:54:18;N24E5;ESCH;Experimental;4G;None;None;None;None;None
2020:01:30 18:54:47;N24S5;ESCH;Standard;4G;46.99189;6.92735;46.991944;6.9275;12.893000244314894
2020:02:06 18:36:27;N25S1;GANE;Standard;4G;46.99615278;6.935441667;46.995833;6.935833;46.365910079656246
2020:02:06 18:38:56;N25E1;GANE;Experimental;2G;None;None;None;None;None
2020:02:06 18:56:27;N25S2;EGAD;Standard;4G;46.99444444;6.935377778;46.994167;6.935556;33.69089644556332
2020:02:06 18:58:26;N25E2;EGAD;Experimental;2G;46.99444444;6.935377778;46.993889;6.937222;153.26842830782192
2020:02:06 19:18:00;N25S3;PORT;Standard;4G;46.98968889;6.936086111;46.989722;6.936111;4.139250565772253
2020:02:06 19:19:07;N25E3;PORT;Experimental;2G;46.98968889;6.936086111;46.993611;6.936944;440.88000930493325
2020:02:06 19:44:24;N25S4;MOCH;Standard;4G;46.99176944;6.928591667;46.991667;6.928611;11.482885116770195
2020:02:06 19:46:21;N25E4;MOCH;Experimental;2G;46.99176944;6.928591667;46.994167;6.9275;279.17407667722927
2020:02:06 19:58:55;N25S5;ESCH;Standard;4G;None;None;None;None;None
2020:02:06 20:00:21;N25E5;ESCH;Experimental;2G;46.99189;6.92735;46.994167;6.9275;253.39271154862027
2020:02:07 18:34:06;N26E1;GANE;Experimental;3G;46.99615278;6.935441667;46.996111;6.933889;118.18946238313107
2020:02:07 18:34:44;N26S1;GANE;Standard;4G;46.99615278;6.935441667;46.996111;6.935556;9.858989225893687
2020:02:07 18:51:08;N26E2;EGAD;Experimental;3G;46.99444444;6.935377778;46.994167;6.938056;206.03812983836616
2020:02:07 18:51:31;N26S2;EGAD;Standard;4G;46.99444444;6.935377778;46.994444;6.935278;7.589659631529081
2020:02:07 19:14:03;N26E3;PORT;Experimental;3G;46.98968889;6.936086111;46.994167;6.938056;519.8967170740289
2020:02:07 19:14:34;N26S3;PORT;Standard;4G;None;None;None;None;None
2020:02:07 19:37:49;N26E4;MOCH;Experimental;3G;46.99176944;6.928591667;46.991389;6.927778;74.96417625665862
2020:02:07 19:38:18;N26S4;MOCH;Standard;4G;None;None;None;None;None
2020:02:07 19:52:02;N26E5;ESCH;Experimental;3G;46.99189;6.92735;46.994167;6.9275;253.39271154862027
2020:02:07 19:52:57;N26S5;ESCH;Standard;4G;46.99189;6.92735;46.991667;6.9275;27.29080915381571
2020:02:08 17:02:43;N27E1;GANE;Experimental;4G;46.99615278;6.935441667;46.996389;6.932778;204.29678596034606
2020:02:08 17:03:15;N27S1;GANE;Standard;4G;None;None;None;None;None
2020:02:08 17:21:23;N27E2;EGAD;Experimental;4G;46.99444444;6.935377778;46.993889;6.937222;153.26842830782192
2020:02:08 17:21:46;N27S2;EGAD;Standard;4G;46.99444444;6.935377778;46.994444;6.935278;7.589659631529081
2020:02:08 17:43:56;N27E3;PORT;Experimental;4G;46.98968889;6.936086111;46.993889;6.937222;474.85629072643184
2020:02:08 17:44:20;N27S3;PORT;Standard;4G;None;None;None;None;None
2020:02:08 18:08:43;N27E4;MOCH;Experimental;4G;46.99176944;6.928591667;46.994722;6.926944;351.35182759635546
2020:02:08 18:09:10;N27S4;MOCH;Standard;4G;None;None;None;None;None
2020:02:08 18:22:50;N27E5;ESCH;Experimental;4G;46.99189;6.92735;46.994722;6.926944;316.3464827647677
2020:02:08 18:23:48;N27S5;ESCH;Standard;4G;46.99189;6.92735;46.991667;6.927778;40.921295331648224
